id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,Snapshot_Date,Snapshot_Year,Snapshot_Month,Snapshot_Quarter,Customer_State,Customer_Region
363659,Male,46,1,11.0,1,1-2 Year,No,2630.0,26.0,13,0,2025-02-24,2025,2,Q1,Texas,South
62145,Female,39,1,46.0,1,1-2 Year,No,34345.0,26.0,188,0,2025-03-17,2025,3,Q1,Texas,South
283952,Female,23,1,30.0,1,< 1 Year,No,32380.0,152.0,18,0,2025-07-15,2025,7,Q3,Texas,South
377562,Female,48,1,15.0,0,1-2 Year,Yes,35496.0,124.0,261,0,2025-02-24,2025,2,Q1,Texas,South
100830,Male,21,1,46.0,0,1-2 Year,Yes,22892.0,154.0,280,0,2025-03-01,2025,3,Q1,Texas,South
235158,Female,26,1,15.0,1,< 1 Year,No,40249.0,152.0,114,0,2025-06-14,2025,6,Q2,Texas,South
154085,Male,62,1,41.0,0,1-2 Year,Yes,36418.0,157.0,80,0,2025-02-16,2025,2,Q1,Texas,South
111482,Female,21,1,46.0,1,< 1 Year,Yes,29812.0,160.0,73,0,2025-08-01,2025,8,Q3,Texas,South
130239,Female,34,1,33.0,1,1-2 Year,No,28466.0,152.0,204,0,2025-08-08,2025,8,Q3,Texas,South
310277,Female,26,1,30.0,1,< 1 Year,No,23239.0,152.0,219,0,2025-04-06,2025,4,Q2,Texas,South
114084,Female,36,1,8.0,0,1-2 Year,No,38500.0,124.0,27,0,2025-09-12,2025,9,Q3,Texas,South
341800,Male,29,1,37.0,1,< 1 Year,No,32231.0,152.0,254,0,2025-09-23,2025,9,Q3,Texas,South
195893,Female,47,1,28.0,0,1-2 Year,Yes,36358.0,124.0,87,0,2025-09-22,2025,9,Q3,Texas,South
338594,Male,50,1,28.0,0,1-2 Year,Yes,44316.0,124.0,159,0,2025-01-13,2025,1,Q1,Texas,South
327077,Male,35,1,21.0,0,1-2 Year,Yes,2630.0,156.0,279,0,2025-11-20,2025,11,Q4,Texas,South
236651,Male,25,1,8.0,1,< 1 Year,No,47216.0,152.0,37,0,2025-10-25,2025,10,Q4,Texas,South
323192,Female,37,1,28.0,1,1-2 Year,No,45620.0,26.0,41,0,2025-03-10,2025,3,Q1,Texas,South
225900,Female,22,1,41.0,1,< 1 Year,No,33325.0,153.0,251,0,2025-08-17,2025,8,Q3,Texas,South
298103,Male,31,1,45.0,1,< 1 Year,No,41725.0,152.0,223,0,2025-03-06,2025,3,Q1,Texas,South
120237,Female,24,1,6.0,1,< 1 Year,No,29973.0,152.0,183,0,2025-03-27,2025,3,Q1,Texas,South
362336,Male,24,1,3.0,0,< 1 Year,Yes,18841.0,152.0,27,0,2025-09-16,2025,9,Q3,Texas,South
5705,Female,27,1,14.0,1,< 1 Year,No,25970.0,152.0,228,0,2025-05-12,2025,5,Q2,Texas,South
231326,Male,24,1,28.0,1,< 1 Year,No,44161.0,152.0,127,0,2025-09-04,2025,9,Q3,Texas,South
293978,Female,41,1,28.0,0,1-2 Year,Yes,28908.0,124.0,99,0,2025-08-14,2025,8,Q3,Texas,South
142853,Male,40,1,31.0,0,< 1 Year,No,2630.0,1.0,155,0,2025-10-03,2025,10,Q4,Texas,South
239504,Male,33,1,29.0,0,< 1 Year,Yes,2630.0,160.0,33,0,2025-10-15,2025,10,Q4,Texas,South
280753,Female,25,1,41.0,0,< 1 Year,No,24633.0,152.0,178,0,2025-02-01,2025,2,Q1,Texas,South
32305,Female,45,1,28.0,0,1-2 Year,Yes,39742.0,124.0,264,0,2025-10-23,2025,10,Q4,Texas,South
36659,Male,23,1,28.0,0,< 1 Year,No,41545.0,152.0,133,0,2025-03-05,2025,3,Q1,Texas,South
240112,Male,29,1,6.0,0,< 1 Year,Yes,40104.0,152.0,189,0,2025-04-23,2025,4,Q2,Texas,South
360338,Male,28,1,6.0,1,< 1 Year,No,21473.0,152.0,39,0,2025-09-22,2025,9,Q3,Texas,South
237990,Female,24,1,15.0,0,< 1 Year,Yes,33135.0,152.0,255,0,2025-10-05,2025,10,Q4,Texas,South
69496,Female,25,1,8.0,1,< 1 Year,No,41303.0,152.0,72,0,2025-01-22,2025,1,Q1,Texas,South
57935,Male,27,1,28.0,1,< 1 Year,No,26735.0,152.0,222,0,2025-03-04,2025,3,Q1,Texas,South
87724,Female,25,1,6.0,1,< 1 Year,No,44135.0,152.0,138,0,2025-08-04,2025,8,Q3,Texas,South
304317,Female,45,1,45.0,1,1-2 Year,No,21991.0,152.0,110,0,2025-06-18,2025,6,Q2,Texas,South
238730,Female,75,1,28.0,0,> 2 Years,Yes,23282.0,13.0,27,0,2025-09-17,2025,9,Q3,Texas,South
62003,Female,73,1,28.0,0,> 2 Years,Yes,64222.0,124.0,195,0,2025-11-20,2025,11,Q4,Texas,South
322846,Male,63,1,28.0,0,1-2 Year,Yes,36019.0,150.0,273,0,2025-10-02,2025,10,Q4,Texas,South
201521,Female,47,1,28.0,1,1-2 Year,No,36753.0,55.0,187,0,2025-09-30,2025,9,Q3,Texas,South
145521,Female,29,1,50.0,1,< 1 Year,No,27023.0,152.0,154,0,2025-01-17,2025,1,Q1,Texas,South
349986,Female,39,1,41.0,1,1-2 Year,No,2630.0,26.0,69,0,2025-03-31,2025,3,Q1,Texas,South
191152,Female,68,1,11.0,0,1-2 Year,Yes,29698.0,26.0,185,0,2025-11-19,2025,11,Q4,Texas,South
337105,Female,28,1,10.0,1,< 1 Year,No,36595.0,152.0,182,0,2025-01-09,2025,1,Q1,Texas,South
11550,Male,20,1,15.0,1,< 1 Year,No,29152.0,160.0,14,0,2025-11-08,2025,11,Q4,Texas,South
191104,Male,20,1,28.0,0,1-2 Year,Yes,41672.0,124.0,284,0,2025-11-21,2025,11,Q4,Texas,South
26291,Male,71,1,18.0,1,1-2 Year,No,55603.0,124.0,259,0,2025-02-03,2025,2,Q1,Texas,South
76456,Male,31,1,28.0,0,1-2 Year,Yes,30795.0,124.0,170,0,2025-08-03,2025,8,Q3,Texas,South
325480,Female,32,1,15.0,1,< 1 Year,No,2630.0,152.0,63,0,2025-03-16,2025,3,Q1,Texas,South
229523,Male,64,1,15.0,0,1-2 Year,Yes,41422.0,124.0,170,0,2025-05-20,2025,5,Q2,Texas,South
81230,Female,23,1,9.0,0,< 1 Year,Yes,37728.0,152.0,180,0,2025-08-01,2025,8,Q3,Texas,South
139190,Female,21,1,8.0,0,< 1 Year,Yes,24901.0,152.0,141,0,2025-12-03,2025,12,Q4,Texas,South
373427,Female,44,1,18.0,0,1-2 Year,No,2630.0,124.0,114,0,2025-02-07,2025,2,Q1,Texas,South
10164,Male,37,1,49.0,0,1-2 Year,Yes,2630.0,156.0,129,0,2025-01-13,2025,1,Q1,Texas,South
55457,Female,37,1,33.0,0,1-2 Year,Yes,2630.0,124.0,260,0,2025-02-07,2025,2,Q1,Texas,South
133473,Male,22,1,30.0,1,< 1 Year,No,29878.0,152.0,144,0,2025-09-04,2025,9,Q3,Texas,South
27908,Male,24,1,28.0,1,< 1 Year,No,31611.0,151.0,114,0,2025-08-12,2025,8,Q3,Texas,South
88846,Male,24,1,15.0,0,< 1 Year,Yes,50673.0,152.0,61,0,2025-08-29,2025,8,Q3,Texas,South
179239,Male,23,1,18.0,1,< 1 Year,No,32270.0,152.0,281,0,2025-01-23,2025,1,Q1,Texas,South
368013,Female,41,1,28.0,0,1-2 Year,Yes,29219.0,26.0,55,0,2025-09-30,2025,9,Q3,Texas,South
177900,Female,25,1,41.0,1,< 1 Year,No,35251.0,152.0,92,0,2025-02-19,2025,2,Q1,Texas,South
176551,Female,26,1,35.0,1,< 1 Year,No,21951.0,152.0,79,0,2025-02-09,2025,2,Q1,Texas,South
125080,Female,29,1,8.0,1,< 1 Year,No,24873.0,152.0,106,0,2025-05-10,2025,5,Q2,Texas,South
65505,Male,49,1,28.0,1,1-2 Year,No,45383.0,26.0,233,0,2025-10-31,2025,10,Q4,Texas,South
85096,Female,24,1,46.0,1,< 1 Year,No,34031.0,160.0,190,0,2025-06-26,2025,6,Q2,Texas,South
175801,Male,42,1,41.0,0,1-2 Year,Yes,2630.0,26.0,53,0,2025-12-30,2025,12,Q4,Texas,South
179637,Female,43,1,28.0,0,1-2 Year,Yes,59967.0,61.0,186,0,2025-12-12,2025,12,Q4,Texas,South
111329,Female,39,1,19.0,0,1-2 Year,Yes,33911.0,26.0,81,0,2025-01-15,2025,1,Q1,Texas,South
12164,Female,34,1,28.0,0,1-2 Year,Yes,48230.0,122.0,89,0,2025-06-24,2025,6,Q2,Texas,South
122021,Male,51,1,46.0,0,< 1 Year,No,2630.0,1.0,130,0,2025-10-27,2025,10,Q4,Texas,South
241019,Male,44,1,28.0,1,1-2 Year,No,38450.0,124.0,45,0,2025-04-22,2025,4,Q2,Texas,South
205559,Male,42,1,28.0,0,1-2 Year,Yes,41147.0,155.0,275,0,2025-10-15,2025,10,Q4,Texas,South
357546,Male,25,1,23.0,1,< 1 Year,No,26935.0,153.0,94,0,2025-07-18,2025,7,Q3,Texas,South
365787,Female,29,1,28.0,0,1-2 Year,Yes,40151.0,124.0,111,0,2025-03-27,2025,3,Q1,Texas,South
287499,Female,24,1,25.0,1,< 1 Year,No,25844.0,152.0,96,0,2025-08-25,2025,8,Q3,Texas,South
270509,Female,22,1,30.0,1,< 1 Year,No,30998.0,152.0,254,0,2025-05-15,2025,5,Q2,Texas,South
304614,Female,61,1,28.0,0,1-2 Year,Yes,44867.0,26.0,129,0,2025-06-08,2025,6,Q2,Texas,South
335365,Female,25,1,35.0,1,< 1 Year,No,34665.0,152.0,239,0,2025-01-16,2025,1,Q1,Texas,South
243730,Female,25,1,15.0,0,< 1 Year,No,34773.0,152.0,152,0,2025-03-07,2025,3,Q1,Texas,South
66779,Female,33,1,28.0,1,< 1 Year,No,31928.0,26.0,172,0,2025-02-06,2025,2,Q1,Texas,South
265680,Female,22,1,30.0,1,< 1 Year,No,87004.0,152.0,256,0,2025-05-06,2025,5,Q2,Texas,South
94087,Male,39,1,8.0,1,1-2 Year,No,32606.0,26.0,268,0,2025-07-14,2025,7,Q3,Texas,South
146214,Male,24,1,28.0,1,< 1 Year,No,71418.0,152.0,203,0,2025-12-04,2025,12,Q4,Texas,South
321660,Male,71,1,29.0,1,1-2 Year,No,2630.0,26.0,293,0,2025-09-23,2025,9,Q3,Texas,South
204818,Male,24,1,11.0,1,< 1 Year,No,35109.0,152.0,202,0,2025-10-27,2025,10,Q4,Texas,South
328571,Female,24,1,37.0,1,< 1 Year,Yes,34969.0,160.0,76,0,2025-12-31,2025,12,Q4,Texas,South
332653,Male,65,1,30.0,0,1-2 Year,Yes,19014.0,26.0,39,0,2025-02-09,2025,2,Q1,Texas,South
144677,Male,32,1,41.0,1,< 1 Year,No,29821.0,152.0,190,0,2025-09-28,2025,9,Q3,Texas,South
212736,Female,56,1,28.0,0,1-2 Year,Yes,36890.0,26.0,145,0,2025-06-20,2025,6,Q2,Texas,South
323643,Female,78,1,29.0,0,1-2 Year,Yes,42707.0,26.0,75,0,2025-01-13,2025,1,Q1,Texas,South
77209,Male,59,1,28.0,0,> 2 Years,Yes,2630.0,156.0,260,0,2025-09-17,2025,9,Q3,Texas,South
199311,Female,46,1,28.0,0,1-2 Year,Yes,48915.0,124.0,174,0,2025-02-17,2025,2,Q1,Texas,South
83797,Male,24,1,8.0,1,< 1 Year,No,49823.0,152.0,114,0,2025-08-29,2025,8,Q3,Texas,South
56395,Female,23,1,30.0,1,< 1 Year,No,26689.0,152.0,15,0,2025-10-09,2025,10,Q4,Texas,South
67811,Female,23,1,18.0,1,< 1 Year,No,18797.0,152.0,130,0,2025-08-29,2025,8,Q3,Texas,South
108802,Female,77,1,28.0,0,1-2 Year,No,45620.0,122.0,118,0,2025-01-26,2025,1,Q1,Texas,South
91019,Female,24,1,27.0,0,< 1 Year,Yes,2630.0,152.0,33,0,2025-03-22,2025,3,Q1,Texas,South
261810,Female,39,1,28.0,0,1-2 Year,Yes,33739.0,154.0,190,0,2025-05-25,2025,5,Q2,Texas,South
328330,Female,35,1,36.0,1,1-2 Year,No,26503.0,26.0,144,0,2025-08-09,2025,8,Q3,Texas,South
328887,Female,25,1,47.0,0,< 1 Year,Yes,2630.0,156.0,297,0,2025-04-06,2025,4,Q2,Texas,South
339648,Male,23,1,19.0,0,< 1 Year,No,28980.0,151.0,258,0,2025-09-11,2025,9,Q3,Texas,South
9057,Male,45,1,8.0,1,1-2 Year,No,40763.0,30.0,105,0,2025-11-14,2025,11,Q4,Texas,South
219291,Female,29,1,28.0,1,< 1 Year,No,45528.0,152.0,265,0,2025-07-11,2025,7,Q3,Texas,South
162133,Male,21,1,15.0,0,< 1 Year,Yes,28240.0,160.0,179,0,2025-12-26,2025,12,Q4,Texas,South
262914,Female,40,1,45.0,1,1-2 Year,No,25199.0,108.0,46,0,2025-06-12,2025,6,Q2,Texas,South
151499,Male,45,1,28.0,0,1-2 Year,Yes,28307.0,26.0,256,0,2025-11-20,2025,11,Q4,Texas,South
157565,Female,32,1,28.0,0,< 1 Year,Yes,33705.0,124.0,223,0,2025-12-13,2025,12,Q4,Texas,South
226986,Female,45,1,1.0,0,1-2 Year,Yes,2630.0,124.0,43,0,2025-01-19,2025,1,Q1,Texas,South
356479,Female,27,1,41.0,1,< 1 Year,No,71018.0,152.0,236,0,2025-04-03,2025,4,Q2,Texas,South
251546,Female,25,1,13.0,1,< 1 Year,No,33486.0,152.0,261,0,2025-04-21,2025,4,Q2,Texas,South
368938,Male,45,1,28.0,0,1-2 Year,Yes,33733.0,122.0,284,0,2025-03-16,2025,3,Q1,Texas,South
101789,Male,26,1,50.0,1,< 1 Year,No,35835.0,152.0,89,0,2025-09-08,2025,9,Q3,Texas,South
21658,Male,47,1,28.0,0,1-2 Year,No,43303.0,124.0,262,0,2025-12-08,2025,12,Q4,Texas,South
328365,Male,62,1,28.0,0,> 2 Years,Yes,48344.0,26.0,200,0,2025-10-05,2025,10,Q4,Texas,South
85839,Male,28,1,15.0,0,< 1 Year,Yes,2630.0,160.0,14,0,2025-09-22,2025,9,Q3,Texas,South
34934,Female,23,1,15.0,0,< 1 Year,No,2630.0,26.0,298,0,2025-03-30,2025,3,Q1,Texas,South
340491,Male,41,1,31.0,0,1-2 Year,Yes,2630.0,124.0,79,0,2025-06-24,2025,6,Q2,Texas,South
268509,Male,23,1,41.0,1,< 1 Year,No,33609.0,152.0,256,0,2025-06-07,2025,6,Q2,Texas,South
207244,Female,20,1,43.0,0,< 1 Year,Yes,27316.0,160.0,91,0,2025-04-08,2025,4,Q2,Texas,South
173876,Female,33,1,34.0,1,< 1 Year,No,23261.0,26.0,121,0,2025-09-22,2025,9,Q3,Texas,South
269102,Male,45,1,28.0,0,1-2 Year,Yes,43163.0,157.0,28,0,2025-03-07,2025,3,Q1,Texas,South
108868,Male,58,1,8.0,0,1-2 Year,Yes,2630.0,157.0,63,0,2025-01-10,2025,1,Q1,Texas,South
345816,Male,28,1,46.0,0,< 1 Year,Yes,2630.0,156.0,166,0,2025-04-02,2025,4,Q2,Texas,South
66654,Male,35,1,15.0,0,1-2 Year,Yes,31286.0,152.0,158,0,2025-03-19,2025,3,Q1,Texas,South
369788,Female,50,1,28.0,0,1-2 Year,Yes,45970.0,26.0,42,0,2025-06-13,2025,6,Q2,Texas,South
264473,Male,53,1,28.0,0,1-2 Year,Yes,2630.0,124.0,88,0,2025-05-26,2025,5,Q2,Texas,South
256124,Female,25,1,41.0,1,< 1 Year,No,22964.0,152.0,219,0,2025-04-15,2025,4,Q2,Texas,South
312955,Male,40,1,38.0,0,1-2 Year,No,32517.0,124.0,151,0,2025-10-08,2025,10,Q4,Texas,South
83445,Female,46,1,28.0,0,1-2 Year,Yes,2630.0,26.0,132,0,2025-05-18,2025,5,Q2,Texas,South
181497,Male,51,1,41.0,0,1-2 Year,Yes,35015.0,124.0,195,0,2025-01-31,2025,1,Q1,Texas,South
174112,Male,25,1,12.0,1,< 1 Year,No,2630.0,152.0,113,0,2025-12-16,2025,12,Q4,Texas,South
232799,Male,23,1,8.0,1,< 1 Year,No,40269.0,152.0,166,0,2025-02-09,2025,2,Q1,Texas,South
263152,Male,64,1,28.0,1,1-2 Year,No,32051.0,26.0,211,0,2025-03-06,2025,3,Q1,Texas,South
228758,Female,28,1,47.0,1,< 1 Year,No,33123.0,152.0,244,0,2025-04-03,2025,4,Q2,Texas,South
63320,Male,23,1,8.0,1,< 1 Year,No,33285.0,152.0,203,0,2025-12-06,2025,12,Q4,Texas,South
373012,Male,63,1,28.0,0,1-2 Year,Yes,41861.0,13.0,80,0,2025-03-20,2025,3,Q1,Texas,South
104955,Female,57,1,28.0,0,1-2 Year,No,59789.0,111.0,239,0,2025-06-02,2025,6,Q2,Texas,South
327534,Female,35,1,46.0,0,< 1 Year,Yes,2630.0,156.0,188,0,2025-06-14,2025,6,Q2,Texas,South
306371,Male,48,1,23.0,1,1-2 Year,Yes,2630.0,124.0,20,0,2025-02-17,2025,2,Q1,Texas,South
261067,Male,51,1,28.0,1,1-2 Year,Yes,37962.0,124.0,194,0,2025-01-23,2025,1,Q1,Texas,South
348562,Female,25,1,41.0,1,< 1 Year,No,33798.0,152.0,201,0,2025-04-16,2025,4,Q2,Texas,South
296569,Female,32,1,28.0,0,< 1 Year,Yes,46428.0,124.0,86,0,2025-09-09,2025,9,Q3,Texas,South
56907,Male,61,1,28.0,0,1-2 Year,Yes,50245.0,52.0,135,0,2025-06-16,2025,6,Q2,Texas,South
55113,Male,37,1,29.0,0,1-2 Year,Yes,30015.0,26.0,83,0,2025-04-16,2025,4,Q2,Texas,South
173067,Male,39,1,46.0,0,> 2 Years,Yes,30942.0,26.0,90,0,2025-08-10,2025,8,Q3,Texas,South
376504,Male,52,1,8.0,1,1-2 Year,No,30599.0,7.0,193,0,2025-10-04,2025,10,Q4,Texas,South
157599,Male,23,1,11.0,1,< 1 Year,No,25935.0,152.0,102,0,2025-06-16,2025,6,Q2,Texas,South
3481,Male,68,1,28.0,0,1-2 Year,Yes,23662.0,122.0,268,0,2025-12-01,2025,12,Q4,Texas,South
375516,Male,50,1,28.0,0,1-2 Year,Yes,25517.0,122.0,43,0,2025-10-28,2025,10,Q4,Texas,South
234001,Male,28,1,6.0,1,< 1 Year,No,19813.0,152.0,187,0,2025-03-08,2025,3,Q1,Texas,South
317320,Male,25,1,43.0,1,< 1 Year,No,24705.0,152.0,69,0,2025-10-13,2025,10,Q4,Texas,South
220440,Male,65,1,32.0,1,1-2 Year,No,22633.0,124.0,241,0,2025-01-17,2025,1,Q1,Texas,South
161650,Female,23,1,30.0,1,< 1 Year,No,33702.0,152.0,58,0,2025-01-21,2025,1,Q1,Texas,South
79558,Female,55,1,28.0,0,1-2 Year,Yes,38639.0,26.0,280,0,2025-03-08,2025,3,Q1,Texas,South
29335,Male,34,1,28.0,0,1-2 Year,Yes,42521.0,52.0,25,0,2025-08-01,2025,8,Q3,Texas,South
266985,Female,50,1,28.0,0,> 2 Years,Yes,34504.0,26.0,285,0,2025-06-16,2025,6,Q2,Texas,South
77194,Male,44,1,15.0,0,1-2 Year,Yes,31675.0,4.0,249,0,2025-08-13,2025,8,Q3,Texas,South
117845,Male,55,1,28.0,0,1-2 Year,Yes,52016.0,26.0,242,0,2025-04-05,2025,4,Q2,Texas,South
243610,Female,38,1,17.0,0,1-2 Year,No,2630.0,26.0,54,0,2025-10-28,2025,10,Q4,Texas,South
121089,Female,31,1,29.0,1,< 1 Year,No,2630.0,152.0,56,0,2025-05-03,2025,5,Q2,Texas,South
351243,Female,40,1,28.0,1,1-2 Year,No,2630.0,124.0,140,0,2025-09-30,2025,9,Q3,Texas,South
137374,Female,25,1,33.0,1,< 1 Year,No,30104.0,152.0,266,0,2025-04-02,2025,4,Q2,Texas,South
9404,Male,48,1,50.0,0,1-2 Year,Yes,41083.0,25.0,146,0,2025-03-05,2025,3,Q1,Texas,South
296524,Female,29,1,36.0,1,< 1 Year,No,24462.0,152.0,61,0,2025-06-28,2025,6,Q2,Texas,South
151147,Female,47,1,8.0,1,1-2 Year,Yes,38043.0,124.0,26,0,2025-03-24,2025,3,Q1,Texas,South
191073,Male,41,1,28.0,0,1-2 Year,Yes,37140.0,26.0,33,0,2025-12-17,2025,12,Q4,Texas,South
249496,Male,71,1,28.0,0,1-2 Year,Yes,41869.0,124.0,161,0,2025-11-28,2025,11,Q4,Texas,South
325107,Female,35,1,28.0,0,1-2 Year,Yes,28148.0,4.0,173,0,2025-04-26,2025,4,Q2,Texas,South
324155,Female,70,1,28.0,0,> 2 Years,Yes,33348.0,122.0,170,0,2025-04-20,2025,4,Q2,Texas,South
366459,Female,55,1,17.0,0,1-2 Year,Yes,52620.0,124.0,57,0,2025-03-25,2025,3,Q1,Texas,South
162267,Male,40,1,27.0,0,1-2 Year,Yes,21194.0,124.0,43,0,2025-11-24,2025,11,Q4,Texas,South
249837,Male,49,1,48.0,0,1-2 Year,Yes,2630.0,26.0,142,0,2025-01-05,2025,1,Q1,Texas,South
207771,Male,42,1,8.0,0,1-2 Year,No,39570.0,124.0,74,0,2025-09-15,2025,9,Q3,Texas,South
25755,Female,25,1,28.0,1,< 1 Year,No,75231.0,152.0,242,0,2025-02-20,2025,2,Q1,Texas,South
123304,Male,23,1,8.0,0,< 1 Year,Yes,32905.0,152.0,56,0,2025-09-09,2025,9,Q3,Texas,South
66269,Female,60,1,8.0,1,1-2 Year,No,33284.0,26.0,152,0,2025-07-09,2025,7,Q3,Texas,South
172509,Female,33,1,28.0,1,< 1 Year,No,55152.0,152.0,241,0,2025-05-17,2025,5,Q2,Texas,South
308082,Male,43,1,48.0,1,1-2 Year,No,2630.0,124.0,220,0,2025-11-28,2025,11,Q4,Texas,South
250738,Male,24,1,10.0,1,< 1 Year,No,25940.0,152.0,54,0,2025-09-08,2025,9,Q3,Texas,South
32963,Male,45,1,38.0,0,1-2 Year,Yes,35003.0,124.0,252,0,2025-02-02,2025,2,Q1,Texas,South
28381,Female,23,1,50.0,1,< 1 Year,No,48895.0,152.0,109,0,2025-12-25,2025,12,Q4,Texas,South
14886,Female,22,1,6.0,0,< 1 Year,Yes,30841.0,152.0,108,0,2025-07-08,2025,7,Q3,Texas,South
40786,Female,45,1,28.0,0,1-2 Year,Yes,23777.0,26.0,78,0,2025-04-22,2025,4,Q2,Texas,South
231456,Male,23,1,29.0,1,< 1 Year,No,39576.0,26.0,172,0,2025-02-26,2025,2,Q1,Texas,South
292151,Female,31,1,50.0,0,< 1 Year,Yes,25428.0,26.0,148,0,2025-05-30,2025,5,Q2,Texas,South
128032,Male,69,1,22.0,1,1-2 Year,Yes,2630.0,26.0,25,0,2025-11-28,2025,11,Q4,Texas,South
26698,Female,26,1,29.0,1,< 1 Year,No,34991.0,152.0,133,0,2025-11-16,2025,11,Q4,Texas,South
104702,Male,51,1,8.0,1,1-2 Year,No,2630.0,124.0,220,0,2025-02-15,2025,2,Q1,Texas,South
167283,Female,29,1,46.0,1,< 1 Year,No,23832.0,26.0,286,0,2025-05-14,2025,5,Q2,Texas,South
365761,Female,56,1,28.0,0,1-2 Year,Yes,35511.0,152.0,261,0,2025-03-04,2025,3,Q1,Texas,South
365493,Female,21,1,8.0,0,< 1 Year,Yes,42832.0,160.0,39,0,2025-01-12,2025,1,Q1,Texas,South
159738,Female,32,1,8.0,1,< 1 Year,No,25075.0,26.0,219,0,2025-10-05,2025,10,Q4,Texas,South
6279,Female,24,1,7.0,0,< 1 Year,No,28349.0,152.0,31,0,2025-12-20,2025,12,Q4,Texas,South
21352,Male,41,1,28.0,0,1-2 Year,No,2630.0,61.0,37,0,2025-10-18,2025,10,Q4,Texas,South
16490,Male,73,1,36.0,0,1-2 Year,Yes,2630.0,156.0,283,0,2025-12-16,2025,12,Q4,Texas,South
99936,Male,23,1,28.0,0,< 1 Year,Yes,58508.0,26.0,209,0,2025-11-30,2025,11,Q4,Texas,South
167897,Male,39,1,35.0,1,1-2 Year,No,46151.0,124.0,261,0,2025-09-01,2025,9,Q3,Texas,South
374737,Female,21,1,22.0,0,< 1 Year,Yes,25170.0,160.0,119,0,2025-11-16,2025,11,Q4,Texas,South
192436,Male,43,1,7.0,0,1-2 Year,Yes,34232.0,124.0,232,0,2025-08-29,2025,8,Q3,Texas,South
43503,Male,22,1,33.0,1,< 1 Year,No,55777.0,152.0,19,0,2025-11-04,2025,11,Q4,Texas,South
292678,Female,49,1,36.0,1,1-2 Year,No,33419.0,152.0,187,0,2025-02-25,2025,2,Q1,Texas,South
58605,Male,29,1,25.0,0,1-2 Year,No,2630.0,156.0,36,0,2025-01-01,2025,1,Q1,Texas,South
31528,Male,67,1,28.0,1,1-2 Year,No,57135.0,152.0,107,0,2025-03-20,2025,3,Q1,Texas,South
315731,Female,31,1,37.0,0,< 1 Year,Yes,32889.0,152.0,171,0,2025-10-15,2025,10,Q4,Texas,South
260758,Female,27,1,35.0,1,< 1 Year,No,25514.0,152.0,241,0,2025-11-07,2025,11,Q4,Texas,South
200,Female,42,1,28.0,0,1-2 Year,Yes,40613.0,124.0,242,0,2025-02-17,2025,2,Q1,Texas,South
128228,Male,23,1,11.0,1,< 1 Year,No,25531.0,152.0,225,0,2025-10-27,2025,10,Q4,Texas,South
115920,Male,56,1,47.0,0,1-2 Year,Yes,36196.0,26.0,172,0,2025-01-31,2025,1,Q1,Texas,South
78777,Female,26,1,43.0,1,< 1 Year,No,2630.0,152.0,174,0,2025-07-15,2025,7,Q3,Texas,South
176296,Male,25,1,29.0,0,< 1 Year,No,33326.0,152.0,98,0,2025-03-26,2025,3,Q1,Texas,South
237274,Female,48,1,10.0,0,1-2 Year,Yes,25870.0,124.0,156,0,2025-08-31,2025,8,Q3,Texas,South
292970,Male,48,1,28.0,0,1-2 Year,Yes,61665.0,55.0,129,0,2025-01-01,2025,1,Q1,Texas,South
108748,Male,54,1,50.0,0,1-2 Year,Yes,50706.0,26.0,130,0,2025-06-03,2025,6,Q2,Texas,South
238784,Male,59,1,33.0,0,1-2 Year,Yes,30886.0,26.0,135,0,2025-03-07,2025,3,Q1,Texas,South
168166,Female,39,1,50.0,0,1-2 Year,Yes,35497.0,124.0,19,0,2025-05-29,2025,5,Q2,Texas,South
308192,Male,38,1,29.0,0,1-2 Year,Yes,27760.0,124.0,241,0,2025-07-15,2025,7,Q3,Texas,South
217024,Male,55,1,28.0,0,> 2 Years,Yes,71030.0,124.0,208,0,2025-04-14,2025,4,Q2,Texas,South
60113,Male,50,1,3.0,0,1-2 Year,Yes,39440.0,145.0,59,0,2025-06-20,2025,6,Q2,Texas,South
161277,Male,26,1,8.0,0,< 1 Year,Yes,34148.0,152.0,40,0,2025-04-17,2025,4,Q2,Texas,South
194438,Female,27,1,14.0,1,< 1 Year,No,29191.0,152.0,212,0,2025-04-07,2025,4,Q2,Texas,South
93815,Female,73,1,28.0,0,1-2 Year,Yes,37085.0,13.0,151,0,2025-11-26,2025,11,Q4,Texas,South
191720,Female,40,1,37.0,1,1-2 Year,No,41464.0,15.0,23,0,2025-05-19,2025,5,Q2,Texas,South
375636,Male,57,1,48.0,0,> 2 Years,Yes,2630.0,157.0,148,0,2025-03-25,2025,3,Q1,Texas,South
235294,Female,39,1,45.0,1,1-2 Year,No,2630.0,26.0,34,0,2025-09-12,2025,9,Q3,Texas,South
246710,Female,49,1,45.0,0,1-2 Year,No,37514.0,124.0,105,0,2025-12-22,2025,12,Q4,Texas,South
168762,Male,41,1,8.0,1,1-2 Year,No,37603.0,26.0,287,0,2025-05-04,2025,5,Q2,Texas,South
296177,Female,37,1,28.0,1,1-2 Year,No,48779.0,152.0,284,0,2025-02-12,2025,2,Q1,Texas,South
